,Condition,MedCodeId,SnomedCTConceptId,SnomedCTDescriptionId,OriginalReadCode,Term,CleansedReadCode
184,"Disease of arteries, arterioles and capilleries",173431000006118.0,116360008.0,183983017.0,7A330,Replace aneurys suprarenal aorta by anast aorta to aorta NEC,7A14200
185,"Disease of arteries, arterioles and capilleries",173431000006118.0,116360008.0,183983017.0,7A331,Replace aneurys suprarenal aorta by anast aorta to aorta NEC,7A14200
186,"Disease of arteries, arterioles and capilleries",173431000006118.0,116360008.0,183983017.0,7A16y,Replace aneurys suprarenal aorta by anast aorta to aorta NEC,7A14200
187,"Disease of arteries, arterioles and capilleries",173431000006118.0,116360008.0,183983017.0,7A16z,Replace aneurys suprarenal aorta by anast aorta to aorta NEC,7A14200
188,"Disease of arteries, arterioles and capilleries",173431000006118.0,116360008.0,183983017.0,7A143,Replace aneurys suprarenal aorta by anast aorta to aorta NEC,7A14200
189,"Disease of arteries, arterioles and capilleries",173431000006118.0,116360008.0,183983017.0,7A40A,Replace aneurys suprarenal aorta by anast aorta to aorta NEC,7A14200
190,"Disease of arteries, arterioles and capilleries",173431000006118.0,116360008.0,183983017.0,7A151,Replace aneurys suprarenal aorta by anast aorta to aorta NEC,7A14200
191,"Disease of arteries, arterioles and capilleries",173431000006118.0,116360008.0,183983017.0,7A40z,Replace aneurys suprarenal aorta by anast aorta to aorta NEC,7A14200
192,"Disease of arteries, arterioles and capilleries",173431000006118.0,116360008.0,183983017.0,7A522,Replace aneurys suprarenal aorta by anast aorta to aorta NEC,7A14200
193,"Disease of arteries, arterioles and capilleries",173431000006118.0,116360008.0,183983017.0,7A523,Replace aneurys suprarenal aorta by anast aorta to aorta NEC,7A14200
194,"Disease of arteries, arterioles and capilleries",173431000006118.0,116360008.0,183983017.0,7A47z,Replace aneurys suprarenal aorta by anast aorta to aorta NEC,7A14200
195,"Disease of arteries, arterioles and capilleries",173431000006118.0,116360008.0,183983017.0,7A160,Replace aneurys suprarenal aorta by anast aorta to aorta NEC,7A14200
196,"Disease of arteries, arterioles and capilleries",173431000006118.0,116360008.0,183983017.0,7A47C,Replace aneurys suprarenal aorta by anast aorta to aorta NEC,7A14200
197,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A47-4,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
198,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A47-3,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
199,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A47-2,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
200,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A47-5,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
201,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A47-1,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
202,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A142,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
203,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A140,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
204,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A409,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
205,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A40D,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
206,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A40B,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
207,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A40C,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
208,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A141,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
209,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A163,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
210,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A162,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
211,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A161,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
212,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A419,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
213,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A41A,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
214,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A41D,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
215,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A41B,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
216,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A150,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
217,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A414,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
218,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A415,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
219,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A416,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
220,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A47D,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
221,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,^ESCTAR427147,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
222,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,^ESCTCR427152,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
223,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,^ESCTCR427149,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
224,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,^ESCTCR427151,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
225,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,^ESCTCR427148,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
226,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A333,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
227,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A40y,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
228,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A164,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
229,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,^ESCTBY427150,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
230,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A16,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
231,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A332,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
232,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A41y,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
233,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A41z,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
234,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A330,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
235,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A331,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
236,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A16y,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
237,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A16z,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
238,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A143,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
239,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A40A,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
240,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A151,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
241,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A40z,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
242,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A522,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
243,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A523,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
244,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A47z,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
245,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A160,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
246,"Disease of arteries, arterioles and capilleries",173411000006112.0,116360008.0,183983017.0,7A47C,Replace aneurys infrarenal aorta by anast aorta to aorta NEC,7A14300
247,"Disease of arteries, arterioles and capilleries",173441000006111.0,448122008.0,2899751014.0,7A144,Replace aneurysm abdominal aorta by anast aorta to aorta NEC,7A14400
248,"Disease of arteries, arterioles and capilleries",173441000006111.0,448122008.0,2899751014.0,7A154,Replace aneurysm abdominal aorta by anast aorta to aorta NEC,7A14400
249,"Disease of arteries, arterioles and capilleries",173441000006111.0,448122008.0,2899751014.0,^ESCTBY735020,Replace aneurysm abdominal aorta by anast aorta to aorta NEC,7A14400
250,"Disease of arteries, arterioles and capilleries",488221000000111.0,307701005.0,451048019.0,7A1B4,Abdominal aortic aneurysm stenting,7A1B600
251,"Disease of arteries, arterioles and capilleries",488221000000111.0,307701005.0,451048019.0,7A1BC,Abdominal aortic aneurysm stenting,7A1B600
252,"Disease of arteries, arterioles and capilleries",488221000000111.0,307701005.0,451048019.0,7A1B6,Abdominal aortic aneurysm stenting,7A1B600
253,"Disease of arteries, arterioles and capilleries",1701731000006110.0,307701005.0,451048019.0,7A1B4,Endovas insert stent for aortic aneurysm of bifurcation NEC,7A1BC00
254,"Disease of arteries, arterioles and capilleries",1701731000006110.0,307701005.0,451048019.0,7A1BC,Endovas insert stent for aortic aneurysm of bifurcation NEC,7A1BC00
255,"Disease of arteries, arterioles and capilleries",1701731000006110.0,307701005.0,451048019.0,7A1B6,Endovas insert stent for aortic aneurysm of bifurcation NEC,7A1BC00
256,"Disease of arteries, arterioles and capilleries",470121011.0,12232008.0,470121011.0,G717,Syphilitic aortic aneurysm,A930.00
257,"Disease of arteries, arterioles and capilleries",470121011.0,12232008.0,470121011.0,^ESCTLA269475,Syphilitic aortic aneurysm,A930.00
258,"Disease of arteries, arterioles and capilleries",470121011.0,12232008.0,470121011.0,^ESCTSY269472,Syphilitic aortic aneurysm,A930.00
259,"Disease of arteries, arterioles and capilleries",470121011.0,12232008.0,470121011.0,A930,Syphilitic aortic aneurysm,A930.00
260,"Disease of arteries, arterioles and capilleries",470121011.0,12232008.0,470121011.0,^ESCTSY269473,Syphilitic aortic aneurysm,A930.00
261,"Disease of arteries, arterioles and capilleries",111949011.0,67362008.0,111949011.0,G716,Aortic aneurysm,G71..00
262,"Disease of arteries, arterioles and capilleries",111949011.0,67362008.0,111949011.0,G71z,Aortic aneurysm,G71..00
263,"Disease of arteries, arterioles and capilleries",111949011.0,67362008.0,111949011.0,^ESCTAA359596,Aortic aneurysm,G71..00
264,"Disease of arteries, arterioles and capilleries",111949011.0,67362008.0,111949011.0,^ESCTAN359595,Aortic aneurysm,G71..00
265,"Disease of arteries, arterioles and capilleries",111949011.0,67362008.0,111949011.0,Gyu71,Aortic aneurysm,G71..00
266,"Disease of arteries, arterioles and capilleries",111949011.0,67362008.0,111949011.0,Gyu72,Aortic aneurysm,G71..00
267,"Disease of arteries, arterioles and capilleries",111949011.0,67362008.0,111949011.0,G71,Aortic aneurysm,G71..00
268,"Disease of arteries, arterioles and capilleries",111949011.0,67362008.0,111949011.0,Gyu78,Aortic aneurysm,G71..00
269,"Disease of arteries, arterioles and capilleries",2536174018.0,308546005.0,2536174018.0,^ESCTDI597984,Dissecting aortic aneurysm,G710.00
270,"Disease of arteries, arterioles and capilleries",2536174018.0,308546005.0,2536174018.0,G710,Dissecting aortic aneurysm,G710.00
271,"Disease of arteries, arterioles and capilleries",300437018.0,195258006.0,300437018.0,G711,Thoracic aortic aneurysm which has ruptured,G711.00
272,"Disease of arteries, arterioles and capilleries",300437018.0,195258006.0,300437018.0,G711-1,Thoracic aortic aneurysm which has ruptured,G711.00
273,"Disease of arteries, arterioles and capilleries",300438011.0,195258006.0,300438011.0,G711,Ruptured thoracic aortic aneurysm,G711.11
274,"Disease of arteries, arterioles and capilleries",300438011.0,195258006.0,300438011.0,G711-1,Ruptured thoracic aortic aneurysm,G711.11
275,"Disease of arteries, arterioles and capilleries",124373014.0,74883004.0,124373014.0,G712-99,Thoracic aortic aneurysm without mention of rupture,G712.00
276,"Disease of arteries, arterioles and capilleries",124373014.0,74883004.0,124373014.0,G712,Thoracic aortic aneurysm without mention of rupture,G712.00
277,"Disease of arteries, arterioles and capilleries",124373014.0,74883004.0,124373014.0,^ESCTTH371732,Thoracic aortic aneurysm without mention of rupture,G712.00
278,"Disease of arteries, arterioles and capilleries",1221083011.0,14336007.0,1221083011.0,^ESCTRU272712,Abdominal aortic aneurysm which has ruptured,G713.00
279,"Disease of arteries, arterioles and capilleries",1221083011.0,14336007.0,1221083011.0,G713-1,Abdominal aortic aneurysm which has ruptured,G713.00
280,"Disease of arteries, arterioles and capilleries",1221083011.0,14336007.0,1221083011.0,G713,Abdominal aortic aneurysm which has ruptured,G713.00
281,"Disease of arteries, arterioles and capilleries",24379014.0,14336007.0,24379014.0,^ESCTRU272712,Ruptured abdominal aortic aneurysm,G713.11
282,"Disease of arteries, arterioles and capilleries",24379014.0,14336007.0,24379014.0,G713-1,Ruptured abdominal aortic aneurysm,G713.11
283,"Disease of arteries, arterioles and capilleries",24379014.0,14336007.0,24379014.0,G713,Ruptured abdominal aortic aneurysm,G713.11
284,"Disease of arteries, arterioles and capilleries",458502011.0,314184006.0,458502011.0,G7130,Ruptured suprarenal aortic aneurysm,G713000
285,"Disease of arteries, arterioles and capilleries",300441019.0,233985008.0,350580017.0,^ESCTAA505844,Abdominal aortic aneurysm,G714.00
